CCG16CD,CCG16CDH,CCG16NM,STP17CD,STP17NM,FID,Product,LiveDate,ServiceIdWhitelist,ITKServiceIdWhitelist
E38000142,04N,NHS Rushcliffe CCG,E54000014,Nottinghamshire,156,,,,
E38000143,01G,NHS Salford CCG,E54000007,Greater Manchester,157,,,,
E38000144,05L,NHS Sandwell and West Birmingham CCG,E54000016,The Black Country,158,Ask NHS,01/03/2017,,
E38000145,03M,NHS Scarborough and Ryedale CCG,E54000006,"Humber, Coast and Vale",159,Pathways,30/11/2017,1325257447|1325258060|1325258743|1325259339|1325259593|1325259741|1325259984|1325260743|1325260930|1325261366|1325674045|1326105005|1326106612|1326123822|1326124105|1326197929|1326198032|1326198483|1326198823|1326199925|1326204588|1326204720|1326204840|1326204980|1326205104|1326205419|1326205557|1326205675|1326205793|1326205872|1326206238|1326206807|1326206975|1326207087|1326207191|1326209052|1326209162|1326209321|1326209417|1334666193|1338457583|1340353211|2000003632|2000003631|2000003633|2000003634|1487586009|1490622632|2000001140|2000001142|2000001143|2000001144|2000001145|2000000346|2000000347|2000003631|2000003633|2000003634|2000003632,1325771323|1380177025|1351611408|2000003638|2000003445|1336549578|1336549495|1327660471|1327676061|23694|1358518554|1354723053|2000003636|1490622876|1362471563|1362471380|1362412492|1362412557|2000003447|2000003446|2000004744|2000004745|1303902897|1497536006|1504709368|1339685543|1336549539|1338458092|1491294033|1491228465|1490622632|2000000330|2000000402|2000000404|2000000340|2000000326|2000000406|2000000325|2000000329|2000000339|2000000343|2000000328|2000000327|2000000350|2000000336|2000000408|2000000346|2000000411|2000000348|2000000352|2000000337|2000000403|2000000405|2000000344|2000000334|2000000407|2000000331|2000000332|2000000341|2000000345|2000000333|2000000335|2000000351|2000000338|2000000409|2000000347|2000000410|2000000349|2000000353|1329495581|1338457985|1479808152|1340019884|1340019693|1340019782|1362471653|1479806497|2000003632|2000003631|2000003633|2000003634|1490622134
E38000146,03N,NHS Sheffield CCG,E54000009,South Yorkshire and Bassetlaw,160,Pathways,26/02/2018,1379326435|1339663779|1340357904|1338538817|1358952267|1401445124|1353920276|1340276941|2000000410|1325761678|1325761773|1325761877|1325762136|1325762901|1325762984|1325763254|1325763613|1325763829|1325763895|1325764545|1325764644|1325765171|1325765269|1325765366|1325765441|1325765544|1325765656|1325765814|1325765888|1325766023|1325766140|1325766235|1325766329|1325769749|1325769825|1325770657|1325770882|1325770983|1325771096|1325771180|1325771267|1325771400|1325771901|1325772131|1325772324|1325772476|1325772553|1325773171|1325773238|1325773404|1325773540|1325773666|1325773839|1325773905|1325774069|1325774152|1325774234|1325774365|1325774476|1325774546|1325774639|1339668417|1369736636|1369736858|1386066801|1391089767|1409573610|1453113964|1457360380|158196|158197|158198|158199|158200|158201|158202|158203|158205|158206|158207|158208|158210|158211|158212|158213|158214|158216|158217|158218|158219|158221|158222|158223|158225|158227|158228|158229|158230|158231|158232|158233|158234|158235|158236|158237|158238|158239|158240|158241|158242|158243|158244|158245|158246|158247|158248|158249|158250|158251|158252|158253|158254|158255|158256|158257|158258|158259|158260|158261|158262|158263|158264|158265|158266|158267|158268|158269|158270|158271|158272|158273|158276|158277|158278|158279|158280|158282|158283|158285|158286|158287|158288|158289|158290|158291|158292|158293|158294|158295|158296|158297|158298|158299|158300|158301|158302|158303|158304|158305|158306|158307|158308|158310|158311|158312|158313|1326120518|1326120666|1389264215|1389274216|1413386575|1435308115|1484646520|158204|158209|158215|158220|158224|158274|158275|158281|158309|1326120401|1369737295|1369737497|1389262454|1389262947|1389263303|1339666255|1348569411|1348569982|1338216856|2000000411,1499783470|1356085642|1383744457|1383745649|1386587518|1338457529|1338457722|1340268592|1505313682|1338538817|2000000402|2000000404|2000000406|2000000339|2000000408|2000000411|1490622465|2000000407|2000000403|2000000410|2000000409|2000000405|2000000341|1379326435|1352818212|120031|1338565496|1338286262
E38000147,05N,NHS Shropshire CCG,E54000011,Shropshire and Telford and Wrekin,161,Ask NHS,01/03/2017,,
E38000150,11X,NHS Somerset CCG,E54000038,Somerset,162,,,,
E38000151,01R,NHS South Cheshire CCG,E54000008,Cheshire and Merseyside,163,,,,
E38000152,99Q,NHS South Devon and Torbay CCG,E54000037,Devon,164,,,,
E38000153,05Q,NHS South East Staffordshire and Seisdon Peninsula CCG,E54000010,Staffordshire,165,Pathways,26/06/2018,1311080281|1349187610|1398798692|1497848566|1409324026|143201|1400589358|1351172386|1351172539|144907|144908|144910|144911|144912|144913|144914|144915|144916|144917|144918|144919|144920|144921|144924|144925|144926|144927|144928|144930|144931|144932|144934|144936|144937|144938|144939|144941|144942|144943|144945|144946|140225|140226|140228|140229|140230|140231|140232|140233|140234|140236|140237|140238|140239|140240|140241|140242|140243|140244|140245|140246|140247|140248|140249|140250|140251|140252|140253|140254|140255|140257|140258|140259|140260|140261|140262|140263|140264|140265|140266|140268|140269|140270|140271|140272|140273|140274|140275|140276|140277|140278|140279|140281|140282|140285|140286|1444646433|1476442376|144906|144940|144944|140227|140267|140280|140284|140287|1360928002|1360930694|1360931163|1360931431|1361175503|1363782767|1420546236|1373285037|144949|144950|144951|144952|144953|144954|144955|144956|144957|144958|144961|144962|144963|144964|140315|140316|140318|140322|140323|140324|140326|140327|140328|140332|140333|140335|140336|140337|140338|140339|140340|1368440558|1368441115|1368443515|1489482146|1489482567|1489484210|1489505367|1489505610|1489506363|1409322521|1400590956|150040|144922|144923|144929|144933|144935|1360921368|1363693475|1310140016|1320418113|1320334030|1320417525|1320418429|1318579508|1423742432|1457947179|1440660249|1440660519|1463570221|1466588023|143763|143764|1349168275|1349694721|1309882651|1401275527|1409324222|1354695993|1404120586|1409324395|1409321540|143319|157140|144152|144153|144155|144156|144157|144158|144164|144170|144171|144172|144174|144175|144176|144177|144178|144179|144180|144181|144187|144188|144190|144193|144195|144196|144198|144199|144200|144201|144203|144207|144211|144212|144213|144214|144215|144217|144218|144219|144220|144221|144222|144223|144225|144226|144227|144228|144229|144237|144238|144241|144242|144247|144248|144249|144251|144252|144253|144254|144255|144257|144258|144259|1310135359|1310145096|1361535097|1362409764|1362412852|1362413153|1362415190|1362415471|1362415900|1362416225|1363694576|1363695566|1363780918|1379664375|144243|144244|144246|1310136373|1361535396|1361535891|1361873128|1362413429|1362491175|1363695030|1428019907|149420|149430|149455|149460|149463|149469|149470|1367582562|1392472509|1392473028|1386176758|149617|156124|144159|156158|156161|156163|1364506561|1364506815|1367590876|1386768124|1392471378|1458557897|151401|1311080730|1311080910|1397122456|1399038760|144069|144072|144079|144080|144082|144083|144086|144102|144106|144107|144112|144122|144123|144125|144126|144134|144136|144141|144148|144149|144151|1452267670|1489481347|1489506543|1999999863|2000002681|2000002796|2000002817|1310139179|157139|144204|144234|144235|1362411397|144161|144245|1362410749|144077|144078|144087|144088|144089|144093|144098|144103|144121|144124|144132|144138|1452506879|1489482888|1489484478|156448|1358430800|144163|144165|144166|144167|144168|144184|144185|144186|144197|144202|144206|144208|144209|144210|144230|144231|144232|144233|144239|144240|144250|144260|1361535724|1361875389|1362410505|1362409524|156790|156817|1387976783|1450094548|144073|144075|144076|144108|144109|144110|144113|144133|144137|144146|1489481041|1999999864|1310143543|1444047194|144074|144127|144150|2000002813|1316591486|1316591543|1348731526|1352714050|1352714302|1352715081|1352715708|1326126299|1320336742|1311769529|1317379143|1331898724|1314278143|1314009339|2000000028|2000002693|1502186720|137721|156989|156990|156991|156992|156993|156995|156996|156997|156998|156999|157000|157001|157002|157004|157006|157007|157008|157009|157010|143747|143748|143749|143750|143751|143752|143754|143755|143756|143757|143758|143759|143760|143762|143767|143768|143769|143772|143773|143776|143777|143780|143781|143782|143784|143785|143787|143788|143791|143794|143796|143798|143799|143800|143802|143803|143804|143806|143807|143808|1310051944|1310052294|1365588706|1365605824|1368107220|1368107426|1368107630|1368108047|1368108252|1368108592|1368110140|1368110568|1470743049|1470916376|1470993815|144879|144880|144881|144882|144883|144884|144886|144887|144888|144889|144890|144892|144893|144894|144895|144896|144897|144898|144899|144900|144901|144902|144903|144904|144905|143778|140288|140289|140290|140291|140292|140293|140294|140295|140297|140298|140299|140300|140301|140302|140303|140304|140305|140306|140307|140308|140309|140310|140311|140312|140313|1367226067|1367227440|149406|149407|149408|149409|149410|149411|149412|149413|149414|149415|149416|149417|149419|149421|149422|149423|149424|149425|149426|149427|149428|149429|149431|149432|149433|149434|149435|149436|149437|149438|149439|149440|149441|149442|149443|149444|149445|149446|149447|149449|149451|149452|149453|149454|149456|149457|149458|149459|149462|149464|149465|149466|149467|149468|1419344844|1449572549|1468248141|1468248343|1468248555|1468250428|1469613136|2000000412|156276|156277|156356|156357|156171|156172|156173|156174|156175|156141|156142|156144|156145|156146|156147|156148|156149|156150|156151|156152|156153|156154|156155|156156|156157|156159|156160|156162|156164|156165|156166|156167|156453|156180|156181|156182|156183|156184|156185|156186|156187|156188|156191|156125|156126|156127|156128|156129|156130|156131|156132|156133|156134|156135|156136|156137|156138|156139|1392469864|1449492961|1449564856|1449565350|1463391787|1463392756|1465917420|1465918117|1492094639|2000000822|151457|1311080251|1311080375|1311080492|1311081143|1311081303|1311081484|1311081630|1311081989|1311082839|1311082930|1311083050|1311083190|1311083297|1311083457|1311083562|1311083687|1311084418|1311084593|1311084731|1311085057|1311085273|1311085380|1311085506|1311085764|1311085879|1311086103|1311157498|1311157739|1311158103|1311158232|1311158366|1311158559|1311158826|1311158965|1311159075|1311159492|1311256434|1311256594|1311256720|1311256892|1311257002|1311257203|1311257340|1311257495|1311257607|1311258064|1311258255|1311258376|1311258469|1311258579|1311258826|1311258992|1311259201|1311259629|1311259733|1311259845|1311259980|1311260123|1397048857|1449564510|1466583473|1466583617|1405581742|2000005544|2000005545|2000005547|132988|132986|1336644191|1427797021|132987|1336644735|149536|149610|149539|149575|1328789258|149618|149537|1477397252|149726|149727|149728|149730|149733|149734|149735|149736|149737|149738|149739|149740|149741|149743|149744|149745|149746|149748|149749|149750|149751|149752|149753|149754|149756|149758|149759|149760|149761|149762|149763|149764|140442|156399|1310734538|1478021118|1478021221|1478021401|1478021576|1478021766|1478021899|1478022125|1478022620|144105|156396|1311673590|1311673856|1311674014|1311675833|1311675961|1311676066|1311676174|1311676250|1311676413|1311676520|1311676627|1311676736|1311676961|1311677044|1311677168|1311677250|1311677354|1311677434|1311677513|1311677650|1311677745|1311677826|1311677946|1311678047|1311678146|1311678241|1311678383|1311678472|1311678573|1311678691|1421154873|1478271497|1478271708|1478616629|1478617686|1478617870|1478618054|1478618191|150862|156218|156251|156252|156253|156254|156255|156259|156260|156261|1458760306|2000000939|2000001510|1321224964|1404395357|2000005543|2000005562|2000005563|2000005564,2000005543|2000005562|2000005563|2000005564
E38000154,10V,NHS South Eastern Hampshire CCG,E54000042,Hampshire and the Isle of Wight,166,,,,
E38000156,10A,NHS South Kent Coast CCG,E54000032,Kent and Medway,167,,,,
E38000157,99D,NHS South Lincolnshire CCG,E54000013,Lincolnshire,168,,,,
E38000048,07W,NHS Ealing CCG,E54000027,North West London,169,,,,
E38000049,06K,NHS East and North Hertfordshire CCG,E54000025,Hertfordshire and West Essex,170,,,,
E38000050,01A,NHS East Lancashire CCG,E54000048,Lancashire and South Cumbria,171,,,,
E38000051,03W,NHS East Leicestershire and Rutland CCG,E54000015,"Leicester, Leicestershire and Rutland",172,,,,
E38000052,02Y,NHS East Riding of Yorkshire CCG,E54000006,"Humber, Coast and Vale",173,Pathways,30/11/2017,133862|134170|134171|134172|134173|134174|134176|134177|134178|134179|134180|134181|134182|134183|134184|134185|134186|134187|134190|134191|134192|134193|134194|134196|134197|134198|134199|134200|134201|134202|134203|134204|134206|134207|134208|134209|134210|134211|134213|134215|134216|134217|134218|134219|125969|125970|125971|125972|125973|125974|125976|125977|125978|125979|125980|125981|125982|125984|125985|125986|125987|125988|125989|125991|125992|125993|125994|125995|125996|125997|125998|125999|126000|126001|126002|126003|126004|126005|126006|126007|126008|126009|126010|126011|126012|126013|126014|126015|126016|126017|126018|126019|126020|126021|126022|126023|126024|126025|126026|126027|126028|1327409186|1327409383|2000003445|1330350996|1345453477|1345455240|2000003447|2000003446|1378468109|1378817524|1400492283|1400492458|1400492739|1400492946|1400493087|1400493250|1412938313|1413974532|1413980000|1413980539|1413983160|1419259933|1419422931|1419423346|1429262131|1429262695|1442499457|1452860035|2000004744|2000004745|1478173088|1478173517|1478177424|1481885137|1481885216|1481887223|1481887280|1481887736|1481887914|1481895572|1481895733|1481896969|1481897086|1481897598|1481897650|1491294033|1491810671|1506436701|2000000325|2000000331|2000001864|2000001862|2000001874|2000001882|2000001871|2000001894|2000006065|2000006063|2000006062|2000006061|2000006059|2000006053|2000006048|2000006051,1325771323|1380177025|1351611408|2000003638|2000003445|1336549578|1336549495|1327660471|1327676061|23694|1358518554|1354723053|2000003636|1490622876|1362471563|1362471380|1362412492|1362412557|2000003447|2000003446|2000004744|2000004745|1303902897|1497536006|1504709368|1339685543|1336549539|1338458092|1491294033|1491228465|1490622632|2000000330|2000000402|2000000404|2000000340|2000000326|2000000406|2000000325|2000000329|2000000339|2000000343|2000000328|2000000327|2000000350|2000000336|2000000408|2000000346|2000000411|2000000348|2000000352|2000000337|2000000403|2000000405|2000000344|2000000334|2000000407|2000000331|2000000332|2000000341|2000000345|2000000333|2000000335|2000000351|2000000338|2000000409|2000000347|2000000410|2000000349|2000000353|1329495581|1338457985|1479808152|1340019884|1340019693|1340019782|1362471653|1479806497|2000003632|2000003631|2000003633|2000003634|1490622134
E38000053,05D,NHS East Staffordshire CCG,E54000010,Staffordshire,174,Pathways,26/06/2018,1311080281|1311080281|1349187610|1398798692|1349187610|1497848566|1409324026|143201|1400589358|1351172386|1351172539|144907|144908|144910|144911|144912|144913|144914|144915|144916|144917|144918|144919|144920|144921|144924|144925|144926|144927|144928|144930|144931|144932|144934|144936|144937|144938|144939|144941|144942|144943|144945|144946|140225|140226|140228|140229|140230|140231|140232|140233|140234|140236|140237|140238|140239|140240|140241|140242|140243|140244|140245|140246|140247|140248|140249|140250|140251|140252|140253|140254|140255|140257|140258|140259|140260|140261|140262|140263|140264|140265|140266|140268|140269|140270|140271|140272|140273|140274|140275|140276|140277|140278|140279|140281|140282|140285|140286|1444646433|1476442376|144906|144940|144944|140227|140267|140280|140284|140287|1360928002|1360930694|1360931163|1360931431|1361175503|1363782767|1420546236|1373285037|144949|144950|144951|144952|144953|144954|144955|144956|144957|144958|144961|144962|144963|144964|140315|140316|140318|140322|140323|140324|140326|140327|140328|140332|140333|140335|140336|140337|140338|140339|140340|1368440558|1368441115|1368443515|1489482146|1489482567|1489484210|1489505367|1489505610|1489506363|1398798692|1497848566|1409324026|143201|1400589358|1409322521|1400590956|150040|1351172386|1351172539|144913|144914|144915|144916|144917|144918|144919|144920|144921|144922|144923|144924|144925|144926|144927|144928|144929|144930|144931|144932|144933|144934|144935|144936|144937|144938|144939|144941|144942|144943|144945|144946|140225|140226|140228|140229|140230|140231|140232|140233|140234|140236|140237|140238|140239|140240|140241|140242|140243|140244|140245|140246|140247|140248|140249|140250|140251|140252|140253|140254|140255|140257|140258|140259|140260|140261|140262|140263|140264|140265|140266|140268|140269|140270|140271|140272|140273|140274|140275|140276|140277|140278|140279|140281|140282|140285|140286|1360921368|1444646433|1476442376|144906|144940|144944|140227|140267|140280|140284|140287|1360928002|1360930694|1360931163|1360931431|1361175503|1363693475|1363782767|1420546236|1373285037|144949|144950|144951|144952|144953|144954|144955|144956|144957|144958|144961|144962|144963|144964|140315|140316|140318|140322|140323|140324|140326|140327|140328|140332|140333|140335|140336|140337|140338|140339|140340|1368440558|1368441115|1368443515|1489482146|1489482567|1489484210|1489505367|1489505610|1489506363|1310140016|1320418113|1320334030|1320417525|1320418429|1318579508|1423742432|1457947179|1440660249|1440660519|1463570221|1466588023|143763|143764|1349168275|1349694721|1309882651|1401275527|1409324222|1354695993|1404120586|1409324395|1409321540|143319|157140|144152|144153|144155|144156|144157|144158|144164|144170|144171|144172|144174|144175|144176|144177|144178|144179|144180|144181|144187|144188|144190|144193|144195|144196|144198|144199|144200|144201|144203|144207|144211|144212|144213|144214|144215|144217|144218|144219|144220|144221|144222|144223|144225|144226|144227|144228|144229|144237|144238|144241|144242|144247|144248|144249|144251|144252|144253|144254|144255|144257|144258|144259|1310135359|1310145096|1361535097|1362409764|1362412852|1362413153|1362415190|1362415471|1362415900|1362416225|1363694576|1363695566|1363780918|1379664375|144243|144244|144246|1310136373|1361535396|1361535891|1361873128|1362413429|1362491175|1363695030|1428019907|149420|149430|149455|149460|149463|149469|149470|1367582562|1392472509|1392473028|1386176758|149617|156124|144159|156158|156161|156163|1364506561|1364506815|1367590876|1386768124|1392471378|1458557897|151401|1311080730|1311080910|1397122456|1399038760|144069|144072|144079|144080|144082|144083|144086|144102|144106|144107|144112|144122|144123|144125|144126|144134|144136|144141|144148|144149|144151|1452267670|1489481347|1489506543|1999999863|2000002681|2000002796|2000002817|1310139179|1398798692|1320418113|1320418429|1318579508|1349187610|1466588023|143763|143764|1349168275|1409321540|143319|1440660249|1440660519|157139|144153|144155|144164|144175|144177|144178|144179|144180|144181|144187|144188|144200|144201|144203|144204|144207|144211|144212|144213|144214|144215|144217|144226|144227|144228|144229|144234|144235|144237|144248|144253|144254|144255|1310135359|1310145096|1361535097|1362411397|1362412852|1362415190|1362415471|1362415900|1362416225|1363694576|1363780918|144161|144245|144246|1362410749|1362491175|1363695030|156124|144159|156158|156161|156163|1364506561|1364506815|1367590876|1386768124|1392471378|1458557897|151401|1311080730|1311080910|1397122456|1399038760|144077|144078|144079|144080|144082|144083|144086|144087|144088|144089|144093|144098|144103|144112|144121|144124|144132|144134|144138|144149|1452506879|1489482888|1489484478|1489506543|1452267670|1398798692|1310139179|156448|1358430800|1349187610|1466588023|143763|143764|1349168275|1497848566|1409324026|143201|1400589358|1409321540|143319|157139|144153|144155|144163|144164|144165|144166|144167|144168|144172|144174|144175|144177|144178|144179|144180|144181|144184|144185|144186|144187|144197|144200|144201|144202|144203|144204|144206|144208|144209|144210|144211|144213|144214|144219|144220|144221|144223|144225|144226|144227|144230|144231|144232|144233|144234|144235|144238|144239|144240|144250|144255|144257|144259|144260|1361535097|1361535724|1361875389|1362410505|1362411397|1362415190|1362415471|1362416225|144907|144910|144920|144925|144926|144935|144161|144244|144245|144246|1362409524|1362410749|1362491175|1363695030|1373285037|144906|144940|140267|140280|140284|140287|1360928002|1360930694|1360931163|1360931431|1363782767|1420546236|156790|156817|1387976783|1450094548|144073|144075|144076|144078|144087|144088|144089|144093|144103|144108|144109|144110|144113|144121|144124|144132|144133|144137|144138|144146|1452267670|1452506879|1489481041|1489481347|1489482888|1999999864|2000002681|2000002796|1310140016|1398798692|1349694721|143763|143764|1349168275|1463570221|157139|144153|144155|144158|144163|144164|144165|144171|144172|144176|144177|144178|144200|144204|144207|144213|144214|144223|144225|144229|144250|144254|144255|144257|144258|144259|1310135359|1310143543|1361535724|1361875389|1362412852|1362413153|1363694576|1363780918|1379664375|1444047194|144907|144908|144927|144928|144244|1361535396|1361535891|1361873128|1362409524|1363695030|1428019907|144074|144077|144078|144080|144082|144083|144086|144087|144088|144089|144093|144103|144106|144108|144112|144124|144127|144132|144133|144134|144138|144149|144150|1489481041|1489482888|1489484478|1489506543|2000002813|1316591486|1316591543|1348731526|1348731526|1352714050|1352714302|1352715081|1352715708|1352714050|1352714302|1352715081|1352714050|1352714302|1352715081|1352715708|1352714050|1352715081|1352715708|1326126299|1326126299|1326126299|1326126299|1320336742|1311769529|1317379143|1331898724|1317379143|1314278143|1314009339|1314009339|2000000028|2000002693|1502186720|1502186720|1502186720|1502186720|137721|156989|156990|156991|156992|156993|156995|156996|156997|156998|156999|157000|157001|157002|157004|157006|157007|157008|157009|157010|143747|143748|143749|143750|143751|143752|143754|143755|143756|143757|143758|143759|143760|143762|143767|143768|143769|143772|143773|143776|143777|143780|143781|143782|143784|143785|143787|143788|143791|143794|143796|143798|143799|143800|143802|143803|143804|143806|143807|143808|1310051944|1310052294|1365588706|1365605824|1368107220|1368107426|1368107630|1368108047|1368108252|1368108592|1368110140|1368110568|1470743049|1470916376|1470993815|156989|156990|156991|156992|156993|156995|156996|156997|156998|156999|157000|157001|157002|157004|157006|157007|157008|157009|157010|143747|143748|143749|143750|143751|143752|143754|143755|143756|143757|143758|143759|143760|143762|143767|143768|143769|143772|143773|143776|143777|143780|143781|143782|143784|143785|143787|143788|143791|143794|143796|143798|143799|143800|143802|143803|143804|143806|143807|143808|1310051944|1310052294|1365588706|1365605824|1368107220|1368107426|1368107630|1368108047|1368108252|1368108592|1368110140|1368110568|1470743049|1470916376|1470993815|156989|156990|156991|156992|156993|156995|156996|156997|156998|156999|157000|157001|157002|157004|157006|157007|157008|157009|157010|143747|143748|143749|143750|143751|143752|143754|143755|143756|143757|143758|143759|143760|143762|143767|143768|143769|143772|143773|143776|143777|143780|143781|143782|143784|143785|143787|143788|143791|143794|143796|143798|143799|143800|143802|143803|143804|143806|143807|143808|1310051944|1310052294|1365588706|1365605824|1368107220|1368107426|1368107630|1368108047|1368108252|1368108592|1368110140|1368110568|1470743049|1470916376|1470993815|156989|156990|156991|156992|156993|156995|156996|156997|156998|156999|157000|157001|157002|157004|157006|157007|157008|157009|157010|143747|143748|143749|143750|143751|143752|143754|143755|143756|143757|143758|143759|143760|143762|143767|143768|143769|143772|143773|143776|143777|143780|143781|143782|143784|143785|143787|143788|143791|143794|143796|143798|143799|143800|143802|143803|143804|143806|143807|143808|1310051944|1310052294|1365588706|1365605824|1368107220|1368107426|1368107630|1368108047|1368108252|1368108592|1368110140|1368110568|1470743049|1470916376|1470993815|144879|144880|144881|144882|144883|144884|144886|144887|144888|144889|144890|144892|144893|144894|144895|144896|144897|144898|144899|144900|144901|144902|144903|144904|144905|143778|140288|140289|140290|140291|140292|140293|140294|140295|140297|140298|140299|140300|140301|140302|140303|140304|140305|140306|140307|140308|140309|140310|140311|140312|140313|1367226067|1367227440|144879|144880|144881|144882|144883|144884|144886|144887|144888|144889|144890|144892|144893|144894|144895|144896|144897|144898|144899|144900|144901|144902|144903|144904|144905|143778|140288|140289|140290|140291|140292|140293|140294|140295|140297|140298|140299|140300|140301|140302|140303|140304|140305|140306|140307|140308|140309|140310|140311|140312|140313|1367226067|1367227440|1310140016|1398798692|1316591486|1316591543|1310139179|1349694721|1358430800|1349187610|143763|143764|1349168275|1463570221|157139|144153|144155|144158|144163|144164|144165|144171|144172|144176|144177|144178|144200|144204|144207|144213|144214|144223|144225|144229|144250|144254|144255|144257|144258|144259|1310135359|1310143543|1361535724|1361875389|1362412852|1362413153|1363694576|1363780918|1379664375|1444047194|144907|144908|144927|144928|144244|1361535396|1361535891|1361873128|1362409524|1363695030|1428019907|144074|144077|144078|144080|144082|144083|144086|144087|144088|144089|144093|144103|144106|144108|144112|144124|144127|144132|144133|144134|144138|144149|144150|1489481041|1489482888|1489484478|1489506543|2000002813|1352714050|1352714302|1352715081|1352715708|1502186720|156989|156990|156991|156992|156993|156995|156996|156997|156998|156999|157000|157001|157002|157004|157006|157007|157008|157009|157010|143747|143748|143749|143750|143751|143752|143754|143755|143756|143757|143758|143759|143760|143762|143767|143768|143769|143772|143773|143776|143777|143780|143781|143782|143784|143785|143787|143788|143791|143794|143796|143798|143799|143800|143802|143803|143804|143806|143807|143808|1310051944|1310052294|1365588706|1365605824|1368107220|1368107426|1368107630|1368108047|1368108252|1368108592|1368110140|1368110568|1470743049|1470916376|1470993815|2000005543|2000005562|2000005563|2000005564,2000005543|2000005562|2000005563|2000005564
E38000054,09L,NHS East Surrey CCG,E54000033,Sussex and East Surrey,175,,,,
E38000055,09F,"NHS Eastbourne, Hailsham and Seaford CCG",E54000033,Sussex and East Surrey,176,,,,
E38000056,01C,NHS Eastern Cheshire CCG,E54000008,Cheshire and Merseyside,177,,,,
E38000057,07X,NHS Enfield CCG,E54000028,North Central London,178,Babylon,01/03/2017,,
E38000058,03X,NHS Erewash CCG,E54000012,Derbyshire,179,,,,
E38000059,10K,NHS Fareham and Gosport CCG,E54000042,Hampshire and the Isle of Wight,180,,,,
E38000062,11M,NHS Gloucestershire CCG,E54000043,Gloucestershire,181,,,,
